ID,Traditional,Simplified,Pinyin,POS,Meaning
L2-0463,跑,跑,pǎo,V,to run
L2-0464,朋友,朋友,péngyǒu,N,friend
L2-0465,皮包,皮包,píbāo,N,"handbag, briefcase"
L2-0466,片,片,piàn,M,"partial measure word for thin, flat pieces of sth."
L2-0467,便宜,便宜,piányí,Vs,to be cheap
L2-0468,票,票,piào,N,ticket
L2-0469,漂亮,漂亮,piàoliàng,Vs,"to be beautiful, to be pretty"
L2-0470,瓶,瓶,píng,M,"collective measure word for the things wrapped, tied up or fixed in bundles."
L2-0470,瓶子,瓶子,píngzi,N,"collective measure word for the things wrapped, tied up or fixed in bundles."
L2-0471,蘋果,苹果,píngguǒ,N,apple
L2-0472,破,破,pò,Vs,to be broken
L2-0473,七,七,qī,,seven
L2-0474,騎,骑,qí,V,"to ride; to drive (a bicycle, motor cycle, horse etc)"
L2-0475,奇怪,奇怪,qíguài,Vs,"to be strange, to be queer, to be unusual"
L2-0476,起,起,qǐ,V,"to stand up, get up, to lift, to rise"
L2-0477,起床,起床,qǐchuáng,V,to get up
L2-0478,起來,起来,qǐlái,V,"to stand up, to rise"
L2-0479,汽車,汽车,qìchē,N,"automobile, car"
L2-0480,汽水,汽水,qìshuǐ,N,"soda pop, carbonated drink"
L2-0481,千,千,qiān,,thousand
L2-0482,鉛筆,铅笔,qiānbǐ,N,pencil
L2-0483,錢,钱,qián,N,money
L2-0484,前面,前面,qiánmiàn,N,"front, forward, before"
L2-0485,前天,前天,qiántiān,N,the day before yesterday
L2-0486,牆,墙,qiáng,N,wall
L2-0487,橋,桥,qiáo,N,bridge
L2-0488,巧克力,巧克力,qiǎokèlì,N,chocolate
L2-0489,親,亲,qīn,V,to kiss
L2-0490,輕,轻,qīng,Vs,to be light
L2-0491,清楚,清楚,qīngchǔ,Vs,to be clear
L2-0492,晴天,晴天,qíngtiān,N,"clear day, sunny day"
L2-0493,請,请,qǐng,V,"to please, to invite"
L2-0494,請客,请客,qǐngkè,V,"to host, to invite, to treat sb (to dinner etc)"
L2-0495,請問,请问,qǐngwèn,V,"excuse me, may I ask?"
L2-0496,慶祝,庆祝,qìngzhù,V,to celebrate
L2-0497,秋天,秋天,qiūtiān,N,"autumn, fall"
L2-0498,球,球,qiú,N,ball
L2-0499,去,去,qù,V,to go
L2-0500,去年,去年,qùnián,N,last year
L2-0501,全部,全部,quánbù,,"all, whole"
L2-0502,裙子,裙子,qúnzi,N,skirt
L2-0502,裙,裙,qún,N,skirt
L2-0503,然後,然后,ránhòu,Conj,"afterwards, then"
L2-0504,讓,让,ràng,Prep,"used in a passive sentence structure to introduce the agent; to let, to allow, to permit, to make"
L2-0505,熱,热,rè,Vs,to be hot
L2-0506,熱狗,热狗,règǒu,N,hot dog
L2-0507,熱鬧,热闹,rènào,Vs,"to be lively, to be fun, to be bustling with noise"
L2-0508,人,人,rén,N,"person, people"
L2-0509,認識,认识,rènshì,Vs,"to recognize, to realize"
L2-0510,認為,认为,rènwéi,V,"to believe that, consider that"
L2-0511,認真,认真,rènzhēn,Vs,"to be conscientious, earnest, serious/conscientiously, seriously, earnestly"
L2-0512,日子,日子,rìzi,N,"day (date), days (time)"
L2-0512,日,日,rì,N,"day (date), days (time)"
L2-0513,日本,日本,Rìběn,N,"Japan, Japanese"
L2-0514,容易,容易,róngyì,Vs,to be easy
L2-0515,肉,肉,ròu,N,meat
L2-0516,如果,如果,rúguǒ,Conj,"if, in case, in the event of"
L2-0517,三,三,sān,,three
L2-0518,傘,伞,sǎn,N,umbrella
L2-0519,森林,森林,sēnlín,N,forest
L2-0520,沙發,沙发,shāfā,N,sofa
L2-0521,山,山,shān,N,mountain
L2-0522,商店,商店,shāngdiàn,N,store
L2-0523,上,上,shàng,,"up, on/to go to, to get on, to board"
L2-0524,上班,上班,shàngbān,V,"to begin work, to start work, to go to work"
L2-0525,上課,上课,shàngkè,V,"to go to class, to attend classs"
L2-0526,上來,上来,shànglái,V,come up; up
L2-0527,上面,上面,shàngmiàn,N,"above, up there"
L2-0528,上去,上去,shàngqù,V,go up
L2-0529,上學,上学,shàngxué,V,"attend school, be at school"
L2-0530,上網,上网,shàngwǎng,V,internet access
L2-0531,上午,上午,shàngwǔ,N,"before noon, morning"
L2-0532,少,少,shǎo,Vs,"few, less"
L2-0533,什麼,什么,shénme,,what
L2-0534,誰,谁,shéi,N,"who, whom"
L2-0535,身體,身体,shēntǐ,N,body
L2-0536,睡,睡,shuì,V,to sleep
L2-0537,睡覺,睡觉,shuìjiào,V,to sleep
L2-0538,說,说,shuō,V,"to speak, to say"
L2-0539,說話,说话,shuōhuà,V,"to speak, to say, to talk"
L2-0540,四,四,sì,,four
L2-0541,生病,生病,shēngbìng,Vs,"to become ill, to be sick"
L2-0542,生活,生活,shēnghuó,N/V,life/to live
L2-0543,生氣,生气,shēngqì,Vs,to be angry; to take offense
L2-0544,生日,生日,shēngrì,N,birthday
L2-0545,聲音,声音,shēngyīn,N,"sound, voice"
L2-0546,十,十,shí,,ten
L2-0547,時候,时候,shíhòu,N,time
L2-0548,時間,时间,shíjiān,N,time
L2-0549,食物,食物,shíwù,N,"food, edibles"
L2-0550,石頭,石头,shítou,N,stone
L2-0551,時鐘,时钟,shízhōng,N,clock
L2-0552,是,是,shì,,"to be (am, are, is)"
L2-0553,事,事,shì,N,"affair, work"
L2-0554,試,试,shì,V,to try
L2-0555,市場,市场,shìchǎng,N,market
L2-0556,世界,世界,shìjiè,N,the world
L2-0557,事情,事情,shìqíng,N,"affair; sth to do, a matter, event"
L2-0558,收,收,shōu,V,"receive, accept, take in/back, gather in, conclude, stop/collect, gather"
L2-0559,收到,收到,shōudào,V,"to receive, get, obtain"
L2-0560,手,手,shǒu,N,hand
L2-0561,手機,手机,shǒujī,N,cell phone; mobile phone
L2-0562,手套,手套,shǒutào,N,"gloves, mittens"
L2-0563,瘦,瘦,shòu,Vs,to be thin
L2-0564,書,书,shū,N,book
L2-0565,書包,书包,shūbāo,N,school-bag
L2-0566,書店,书店,shūdiàn,N,bookstore
L2-0567,舒服,舒服,shūfú,Vs,to be comfortable
L2-0568,書桌,书桌,shūzhuō,N,desk
L2-0569,數,数,shǔ,V,"to count, to enumerate"
L2-0570,暑假,暑假,shǔjià,N,summer vacation
L2-0571,樹,树,shù,N,tree
L2-0572,刷牙,刷牙,shuāyá,V,to brush ones teeth
L2-0573,雙,双,shuāng,M,measure word for two things of the same kind to be used together.
L2-0574,水,水,shuǐ,N,water
L2-0575,水果,水果,shuǐguǒ,N,fruit
L2-0576,送,送,sòng,V,"to escort, to deliver, to send off, to present"
L2-0577,宿舍,宿舍,sùshè,N,dormitory
L2-0578,酸,酸,suān,Vs,to be sour
L2-0579,算,算,suàn,V,to calculate
L2-0580,雖然,虽然,suīrán,Conj,"though, although"
L2-0581,隨便,随便,suíbiàn,Vs,"whatever, wherever, whenever, do as one please"
L2-0582,歲,岁,suì,M,measure word for the age of people or animals.
L2-0583,所以,所以,suǒyǐ,Conj,"therefore, so"
L2-0584,所有,所有,suǒyǒu,,all
L2-0585,他,他,tā,N,"he they, them)"
L2-0585,他們,他们,tāmen,N,"he they, them)"
L2-0586,她,她,tā,N,"she (they, them)"
L2-0586,她們,她们,tāmen,N,"she (they, them)"
L2-0587,太,太,tài,Adv,too
L2-0588,太太,太太,tàitai,N,"Mrs., wife"
L2-0589,太陽,太阳,tàiyáng,N,the sun
L2-0590,談,谈,tán,V,to talk about
L2-0591,湯,汤,tāng,N,soup
L2-0592,湯匙,汤匙,tāngchí,N,soup spoon
L2-0593,糖,糖,táng,N,"candy, sugar"
L2-0594,討厭,讨厌,tǎoyàn,Vs,"to dislike, to loathe, to hate"
L2-0595,套,套,tào,M,collective measure word for a group of things used togather.
L2-0596,特別,特别,tèbié,Adv/Vs,especially/to be special
L2-0597,疼,疼,téng,Vs,"to be ache, to be in pain, to be sore"
L2-0598,踢,踢,tī,V,to kick
L2-0599,天,天,tiān,N,"day, sky, heaven"
L2-0600,天氣,天气,tiānqì,N,weather
L2-0601,天天,天天,tiāntiān,Adv,"every day, daily"
L2-0602,甜,甜,tián,Vs,to be sweat
L2-0603,條,条,tiáo,M,"individual measure word for long, narrow things."
L2-0604,條,条,tiáo,M,"individual measure word for natural things, such as mountains, rivers etc"
L2-0605,條,条,tiáo,M,individual measure word for insects or animals.
L2-0606,跳舞,跳舞,tiàowǔ,V,to dance
L2-0607,聽,听,tīng,V,to listen
L2-0608,聽見,听见,tīngjiàn,V,to hear
L2-0609,聽說,听说,tīngshuō,V,"hear, hear it said"
L2-0610,停,停,tíng,Vs,to stop
L2-0611,通知,通知,tōngzhī,N/V,"information/to inform, to notify"
L2-0612,同學,同学,tóngxué,N,classmate; to be in the same class
L2-0613,痛,痛,tòng,Vs,to be painful
L2-0614,偷,偷,tōu,V,"to steal, to burglarize"
L2-0615,頭,头,tóu,N,head
L2-0616,頭髮,头发,tóufǎ,N,hair (on the human head)
L2-0617,圖片,图片,túpiàn,N,"picture, photograph"
L2-0618,圖書館,图书馆,túshūguǎn,N,library
L2-0619,推,推,tuī,V,"push, decline, refuse, reject, put off, postpone, delay"
L2-0620,腿,腿,tuǐ,N,leg
L2-0621,外,外,wài,N,outside
L2-0622,外,外,wài,N,outside
L2-0622,外面,外面,wàimiàn,N,outside
L2-0623,外套,外套,wàitào,N,overcoat
L2-0624,完,完,wán,Vs,"to finish, to complete (sth)"
L2-0625,玩,玩,wán,V,"to play, to enjoy"
L2-0625,玩兒,玩儿,wánr,V,"to play, to enjoy"
L2-0626,碗,碗,wǎn,N,measure word for servings of food; bowl
L2-0627,晚安,晚安,wǎn'ān,Vs,good night
L2-0628,晚餐,晚餐,wǎncān,N,"dinner, supper"
L2-0629,晚飯,晚饭,wǎnfàn,N,"dinner, supper"
L2-0630,晚上,晚上,wǎnshàng,N,evening
L2-0631,往,往,wǎng,Prep,to go toward
L2-0632,網球,网球,wǎngqiú,N,tennis
L2-0633,網站,网站,wǎngzhàn,N,(Computer) a website
L2-0634,忘,忘,wàng,Vs,to forget
L2-0635,危險,危险,wéixiǎn,Vs,"danger/to be dangerous, perilous"
L2-0636,為,为,wèi,Prep,"because of, for (sb or sth)"
L2-0637,喂,喂,wèi,,"a common telephone or intercom greeting ""hello"""
L2-0638,位,位,wèi,M,individual measure word for people.
L2-0639,味道,味道,wèidào,N,"taste, flavor, smell, odor"
L2-0640,為什麼,为什么,wèishénme,Adv,why
L2-0641,問,问,wèn,V,to ask
L2-0642,問題,问题,wèntí,N,problem/question
L2-0643,我,我,wǒ,N,I (we)
L2-0643,我們,我们,wǒmen,N,I (we)
L2-0644,屋子,屋子,wūzi,N,room
L2-0644,屋,屋,wū,N,room
L2-0645,無聊,无聊,wúliáo,Vs,to be bored; to be boring and uninteresting; to be a nuisance; to be nonsensical
L2-0646,五,五,wǔ,,five
L2-0647,午餐,午餐,wǔcān,N,lunch
L2-0648,午飯,午饭,wǔfàn,N,lunch
L2-0649,西,西,xī,N,west
L2-0649,西邊,西边,xībiān,N,west
L2-0650,西瓜,西瓜,xīguā,N,watermelon
L2-0651,希望,希望,xīwàng,Vs,"to hope, to wish"
L2-0652,習慣,习惯,xíguàn,N,habit
L2-0653,洗,洗,xǐ,V,to wash
L2-0654,洗衣機,洗衣机,xǐyījī,N,clothes washing machine
L2-0655,洗澡,洗澡,xǐzǎo,V,to take a bath or shower
L2-0656,喜歡,喜欢,xǐhuān,Vs,to like
L2-0657,下,下,xià,,"L: down, under; V: to disembark, to get off"
L2-0658,下班,下班,xiàbān,V,"to get off from work, to go off work"
L2-0659,下課,下课,xiàkè,Vs,"to get out of class, end of class"
L2-0660,下去,下去,xiàqù,V,go down; descend
L2-0661,下面,下面,xiàmiàn,,"under, below"
L2-0662,夏天,夏天,xiàtiān,N,"summer, summertime"
L2-0663,下午,下午,xiàwǔ,N,afternoon
L2-0664,下雪,下雪,xiàxuě,V,to snow
L2-0665,下雨,下雨,xiàyǔ,V,to rain
L2-0666,先,先,xiān,Adv,"first, in advance, before"
L2-0667,先生,先生,xiānshēng,N,"Mr., sir, gentleman, husband"
L2-0668,現在,现在,xiànzài,N,"now, right now"
L2-0669,香,香,xiāng,Vs,"to be scented, to be fragrant"
L2-0670,鄉下,乡下,xiāngxià,N,countryside
L2-0671,相信,相信,xiāngxìn,Vs,"believe in, be convinced of"
L2-0672,箱子,箱子,xiāngzi,N,"box, trunk, case"
L2-0672,箱,箱,xiāng,N,"box, trunk, case"
L2-0673,想,想,xiǎng,V,"to think, to miss"
L2-0674,向,向,xiàng,Prep,"to, towards"
L2-0675,像,像,xiàng,V/Vs,"to be alike, to be like; to resemble"
L2-0676,學校,学校,xuéxiào,N,school
L2-0677,雪,雪,xuě,N,snow
L2-0678,消息,消息,xiāoxí,N,"news, information"
L2-0679,小,小,xiǎo,Vs,to be small
L2-0680,小姐,小姐,xiǎojiě,N,Miss
L2-0681,小時,小时,xiǎoshí,N,hour
L2-0682,小說,小说,xiǎoshuō,N,"novel, short story"
L2-0683,小偷,小偷,xiǎotōu,N,"thief, burglar"
L2-0684,小心,小心,xiǎoxīn,Vs,to be careful
L2-0685,小學,小学,xiǎoxué,N,elementary school
L2-0686,笑,笑,xiào,V,"to smile, to laugh, to laugh at"
L2-0687,笑話,笑话,xiàohuà,N,joke
L2-0688,校長,校长,xiàozhǎng,N,"principal/head of a school, head-master"
L2-0689,鞋子,鞋子,xiézi,N,shoes
L2-0689,鞋,鞋,xié,N,shoes
L2-0690,寫,写,xiě,V,to write
L2-0691,謝,谢,xiè,V,"to thanks, to thank you"
L2-0691,謝謝,谢谢,xièxie,V,"to thanks, to thank you"
L2-0692,謝謝,谢谢,xièxie,V,"to thanks, to thank you"
L2-0692,謝,谢,xiè,V,"to thanks, to thank you"
L2-0693,心,心,xīn,N,heart
L2-0694,新,新,xīn,Vs,to be new
L2-0695,辛苦,辛苦,xīnkǔ,Vs,"to be difficult, hard, painful, exhausting; to experience difficulty, hardship, pain, exhaustion"
L2-0696,新年,新年,xīnnián,N,new year
L2-0697,新聞,新闻,xīnwén,N,news
L2-0698,信,信,xìn,N,letter
L2-0699,信封,信封,xìnfēng,N,envelope
L2-0700,星期,星期,xīngqí,N,week
L2-0701,星期日,星期日,Xīngqírì,N,Sunday
L2-0702,星期天,星期天,Xīngqítiān,N,Sunday
L2-0703,星星,星星,xīngxing,N,stars
L2-0704,行,行,xíng,Vs,"to be OK, to be permitted"
L2-0705,姓,姓,xìng,V,"surname, family name"
L2-0706,興趣,兴趣,xìngqù,N,interest
L2-0707,休息,休息,xiūxí,V,to rest
L2-0708,需要,需要,xūyào,V/Vs,"to need, to require; need to"
L2-0709,許多,许多,xǔduō,Vs,"many, a lot of"
L2-0710,學,学,xué,V,to study
L2-0711,學生,学生,xuéshēng,N,student
L2-0712,學習,学习,xuéxí,V,to study; to learn
L2-0713,牙刷,牙刷,yáshuā,N,tooth brush
L2-0714,顏色,颜色,yánsè,N,color
L2-0715,眼睛,眼睛,yǎnjīng,N,eyes
L2-0716,眼鏡,眼镜,yǎnjìng,N,"glasses, spectacles"
L2-0717,羊,羊,yáng,N,"sheep, goat"
L2-0718,樣子,样子,yàngzi,N,"appearance, shape, model, pattern"
L2-0719,藥,药,yào,N,medicine
L2-0720,要,要,yào,V,to want
L2-0721,要是,要是,yàoshì,Conj,if
L2-0722,鑰匙,钥匙,yàoshi,N,key
L2-0723,爺爺,爷爷,yéye,N,"grandpa, grandfather (father's father); a respectful form of address for an old man"
L2-0724,也,也,yě,Adv,also
L2-0725,也許,也许,yěxǔ,Adv,"perhaps, maybe, might"
L2-0726,一,一,yī,,one
L2-0727,衣服,衣服,yīfú,N,"clothes, clothing"
L2-0728,醫生,医生,yīshēng,N,doctor
L2-0729,醫院,医院,yīyuàn,N,hospital
L2-0730,一,一,yī,,one
L2-0731,一半,一半,yībàn,N,"half, in part"
L2-0732,一定,一定,yīdìng,Adv,"certainly, indeed, surely"
L2-0733,一共,一共,yīgòng,Adv,altogether
L2-0734,一下,一下,yīxià,N,"a little, a while"
L2-0734,一下子,一下子,yīxiàzi,N,"a little, a while"
L2-0735,一樣,一样,yīyàng,Vs,"to be the same, identical"
L2-0736,以後,以后,yǐhòu,N,"afterwards, after"
L2-0737,已經,已经,yǐjīng,Adv,already
L2-0738,以前,以前,yǐqián,N,"before, ago, formerly"
L2-0739,椅子,椅子,yǐzi,N,chair
L2-0740,一,一,yī,,one
L2-0741,一邊,一边,yībiān,Adv,"at the same time, simultaneously; on the one/other hand"
L2-0742,一點,一点,yīdiǎn,Adv,a little
L2-0742,一點兒,一点儿,yīdiǎnr,Adv,a little
L2-0743,一會,一会,yīhuǐ,N,"a moment, a short while"
L2-0743,一會兒,一会儿,yīhuǐr,N,"a moment, a short while"
L2-0744,一起,一起,yīqǐ,Adv,together
L2-0745,意思,意思,yìsi,N,"meaning, idea, definition"
L2-0746,一些,一些,yīxiē,,"some, a few"
L2-0747,一直,一直,yīzhí,Adv,"straight; constantly, continuously"
L2-0748,陰天,阴天,yīntiān,N,"overcast sky, cloudy day"
L2-0749,因為,因为,yīnwèi,Conj,because
L2-0750,音樂,音乐,yīnyuè,N,music
L2-0751,銀行,银行,yínháng,N,bank
L2-0752,飲料,饮料,yǐnliào,N,"soft drink, beverage"
L2-0753,應該,应该,yīnggāi,Adv,"should, ought to"
L2-0754,英國,英国,Yīngguó,N,"England, English"
L2-0755,英文,英文,Yīngwén,N,English language
L2-0756,油,油,yóu,N,oil
L2-0757,郵局,邮局,yóujú,N,post office
L2-0758,郵票,邮票,yóupiào,N,postage stamp
L2-0759,游泳,游泳,yóuyǒng,V,to swim
L2-0760,游泳池,游泳池,yóuyǒngchí,N,swimming pool
L2-0761,有,有,yǒu,V,"to have; there is, there are"
L2-0762,有時候,有时候,yǒushíhòu,Adv,"sometimes, now and then"
L2-0762,有的時候,有的时候,yǒudeshíhòu,Adv,"sometimes, now and then"
L2-0763,有點,有点,yǒudiǎn,Adv,"somewhat, rather, a bit"
L2-0763,有點兒,有点儿,yǒudiǎnr,Adv,"somewhat, rather, a bit"
L2-0764,有空,有空,yǒukòng,Vs,"to have free time, to be free"
L2-0764,有空兒,有空儿,yǒukòngr,Vs,"to have free time, to be free"
L2-0765,有趣,有趣,yǒuqù,Vs,"interesting, fascinating, amusing"
L2-0766,有意思,有意思,yǒuyìsi,Vs,to be interesting
L2-0767,有用,有用,yǒuyòng,Vs,to be useful
L2-0768,又,又,yòu,Adv,"again (in the past), moreover, furthermore, more, again"
L2-0769,右,右,yòu,N,right
L2-0769,右邊,右边,yòubiān,N,right
L2-0770,永遠,永远,yǒngyuǎn,Adv,"always, forever"
L2-0771,用,用,yòng,V,to use
L2-0772,魚,鱼,yú,N,fish
L2-0773,雨,雨,yǔ,N,rain
L2-0774,語法,语法,yǔfǎ,N,grammar
L2-0775,雨天,雨天,yǔtiān,N,rainy day
L2-0776,語言,语言,yǔyán,N,language
L2-0777,元,元,yuán,M,standard monetary unit in China
L2-0778,圓,圆,yuán,Vs,"to be round, to be circular"
L2-0779,原來,原来,yuánlái,Adv,"originally, formerly"
L2-0780,遠,远,yuǎn,Vs,to be far from
L2-0781,願意,愿意,yuànyì,Vs,"be willing, want to, like to"
L2-0782,院子,院子,yuànzi,N,yard
L2-0782,院,院,yuàn,N,yard
L2-0783,約,约,yuē,V,make an appointment
L2-0784,月,月,yuè,N,month
L2-0785,越來越,越来越,yuèláiyuè,Adv,more and more...
L2-0786,月亮,月亮,yuèliàng,N,moon
L2-0787,雲,云,yún,N,cloud
L2-0788,運動,运动,yùndòng,N/V,"sport, exercise/to exercise"
L2-0789,髒,脏,zāng,Vs,to be dirty
L2-0790,早,早,zǎo,Vs,to be early
L2-0791,早餐,早餐,zǎocān,N,breakfast
L2-0792,早飯,早饭,zǎofàn,N,breakfast
L2-0793,早上,早上,zǎoshàng,N,morning
L2-0794,在,在,zài,Prep,indicating that action is in progress
L2-0795,再,再,zài,Adv,then
L2-0796,再見,再见,zàijiàn,V,Good-bye
L2-0797,怎麼,怎么,zěnme,Adv,how
L2-0798,怎麼辦,怎么办,zěnmebàn,Vs,What now ?
L2-0799,怎麼樣,怎么样,zěnmeyàng,Vs,How about... ? How's everything ?
L2-0800,炸雞,炸鸡,zhájī,N,fried chicken
L2-0801,站,站,zhàn,N/V,"(train, bus) station/to stand"
L2-0802,張,张,zhāng,M,"individual measure word for flat things, or things with a surface."
L2-0803,張,张,zhāng,M,individual measure word for the mouth or face of a person or animal.
L2-0804,著急,着急,zhāojí,Vs,"to be nervous, anxious"
L2-0805,找,找,zhǎo,V,"to rerurn change after a purchas, to look for, to search"
L2-0806,找到,找到,zhǎodào,V,to search out; to find
L2-0807,照片,照片,zhàopiàn,N,photograph
L2-0807,照片兒,照片儿,zhàopiànr,N,photograph
L2-0808,照相機,照相机,zhàoxiàngjī,N,camera
L2-0809,著,着,zhe,,"P: a verbal suffix, indicating the action or the state is continuing"
L2-0810,這,这,zhè,,this
L2-0811,這裡,这里,zhèlǐ,N,here
L2-0812,這麼,这么,zhème,Adv,"so, like this"
L2-0813,這些,这些,zhèxiē,N,these
L2-0814,這樣,这样,zhèyàng,Vs,"such, this kind"
L2-0815,真,真,zhēn,Adv/Vs,"really/real, true"
L2-0816,正在,正在,zhèngzài,Adv,be in process/course of
L2-0817,枝,枝,zhī,M,individual measure word for flowers and grass.
L2-0818,枝,枝,zhī,M,individual measure word for rod-shaped article.
L2-0819,隻,只,zhī,M,measure word for the one of two things of the same kind.
L2-0820,隻,只,zhī,M,Measre word for one of the symetrical limbs or organs of people or animals.
L2-0821,隻,只,zhī,M,individual measure word for insects or animals
L2-0822,知道,知道,zhīdào,Vs,to know
L2-0823,紙,纸,zhǐ,N,paper
L2-0824,只,只,zhǐ,Adv,only
L2-0825,只好,只好,zhǐhǎo,Adv,"cannot but, have to"
L2-0826,鐘,钟,zhōng,N,hour
L2-0826,鐘頭,钟头,zhōngtóu,N,hour
L2-0827,中國,中国,Zhōngguó,N,"China, Chinese"
L2-0828,中間,中间,zhōngjiān,N,"between, among, in the middle of"
L2-0829,中文,中文,Zhōngwén,N,Chinese language
L2-0830,中午,中午,zhōngwǔ,N,noon
L2-0831,中心,中心,zhōngxīn,N,"center, heart, central point"
L2-0832,種,种,zhǒng,M,collective measure word for people or things of the same kind.
L2-0833,種,种,zhǒng,M,collective measure word for abstract things of the same kind.
L2-0834,種,种,zhòng,V,"plant, cultivate, sow"
L2-0835,重要,重要,zhòngyào,Vs,"to be important, to be vital"
L2-0836,周末,周末,zhōumò,N,weekend
L2-0837,豬,猪,zhū,N,"pig, hog, swine"
L2-0838,煮,煮,zhǔ,V,"boil, cook"
L2-0839,祝,祝,zhù,V,"to wish (sb good health, good luck etc) to offer good wishes"
L2-0840,住,住,zhù,V,"to stay, to live"
L2-0841,注意,注意,zhùyì,Vs,"to pay attention to, to take notice of"
L2-0842,裝,装,zhuāng,V,"to fill, to load"
L2-0843,準備,准备,zhǔnbèi,V,"to prepare, to intend"
